# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : Lipidomics_MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.RATON_2022_Mar_29_11_16_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Mar 29 11:29:28 CEST 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MF_KO_C1: Log2(normalized),MF_KO_C2: Log2(normalized),MF_KO_C3: Log2(normalized),MF_KO_C4: Log2(normalized),MF_KO_C5: Log2(normalized),MF_KO_C6: Log2(normalized),MF_KO_ET1: Log2(normalized),MF_KO_ET2: Log2(normalized),MF_KO_ET3: Log2(normalized),MF_KO_ET4: Log2(normalized),MF_KO_ET5: Log2(normalized),MF_KO_ET6: Log2(normalized),MF_WT_C1: Log2(normalized),MF_WT_C2: Log2(normalized),MF_WT_C3: Log2(normalized),MF_WT_C4: Log2(normalized),MF_WT_C5: Log2(normalized),MF_WT_C6: Log2(normalized),MF_WT_ET1: Log2(normalized),MF_WT_ET2: Log2(normalized),MF_WT_ET3: Log2(normalized),MF_WT_ET4: Log2(normalized),MF_WT_ET5: Log2(normalized),MF_WT_ET6: Log2(normalized),MM_KO_C1: Log2(normalized),MM_KO_C2: Log2(normalized),MM_KO_C3: Log2(normalized),MM_KO_C4: Log2(normalized),MM_KO_C5: Log2(normalized),MM_KO_C6: Log2(normalized),MM_KO_ET1: Log2(normalized),MM_KO_ET2: Log2(normalized),MM_KO_ET3: Log2(normalized),MM_KO_ET4: Log2(normalized),MM_KO_ET5: Log2(normalized),MM_KO_ET6: Log2(normalized),MM_WT_C1: Log2(normalized),MM_WT_C2: Log2(normalized),MM_WT_C3: Log2(normalized),MM_WT_C4: Log2(normalized),MM_WT_C5: Log2(normalized),MM_WT_C6: Log2(normalized),MM_WT_ET1: Log2(normalized),MM_WT_ET2: Log2(normalized),MM_WT_ET3: Log2(normalized),MM_WT_ET4: Log2(normalized),MM_WT_ET5: Log2(normalized),MM_WT_ET6: Log2(normalized),Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name
PC 35:0,-17.775845,-18.114971,-18.405952,-18.87807,-18.725239,1.0421114,-17.648449,0.5660162,0.8362417,-17.83086,-18.596272,-17.672405,-19.278118,-17.757366,0.67512417,0.006308556,0.5936918,-16.817337,0.31547642,0.4937296,-18.114067,-18.112415,0.039565086,0.3285265,-0.18035984,-0.006308556,0.14610195,0.4282179,-19.024937,0.21164227,0.3366766,-19.047012,0.5472326,0.072146416,-19.11784,-18.669666,0.083535194,0.22250271,0.045466423,0.014113426,-0.01906681,0.28252506,0.409976,-0.043826103,-0.60008717,0.08038235,0.36843777,-0.089627266,PC 35:0,"PC 35:0 [ C43 H86 N O8 P, tgt=61.79, overall=61.79, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 35:0
SM d43:1,-17.320671,1.079998,-17.950779,0.89144135,0.45368004,0.77658653,1.0446892,0.53087425,0.53648186,0.98104095,0.6599293,1.1203709,0.66981316,0.69036484,-18.181902,0.3494606,0.7506733,-16.362164,0.7079468,-17.802248,0.8726406,0.46294975,0.20904541,0.37635994,-19.211134,0.35300255,-0.047231674,-19.612625,-0.13391685,-19.506016,-18.914946,-0.3117199,-0.23712921,-18.595314,-0.21770477,0.16424179,-0.012201309,-19.592752,-0.7549896,-18.542187,-18.702549,-18.823639,-18.701836,-0.042814255,-0.12810707,0.012201309,0.75489235,0.8308296,SM d43:1,"SM d43:1 [ C48 H97 N2 O6 P, tgt=81.97, overall=81.97, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d43:1
Cer_NS d18:1_23:0,0.8602123,0.47271156,0.5476055,0.24736404,0.103149414,0.38152122,1.0333366,0.20170593,1.1407967,2.6904278,0.91106796,0.597229,-0.11209679,0.105415344,0.7566204,-0.30751228,0.8063679,-16.126953,-0.12056351,-0.48018646,0.23179817,0.57195663,0.25050354,0.4260769,-1.0342674,-0.06856918,-0.6479435,0.1821804,-18.33455,-0.6306286,-18.679735,-0.46010208,-1.2510109,-18.360104,-0.29825783,-17.979282,0.06856918,-1.373291,-17.791607,-18.306976,-18.467339,0.6703987,-0.09492111,-0.95594025,-0.68694496,-0.3916874,0.32053185,0.31394196,Cer_NS d18:1_23:0,"Cer_NS d18:1_23:0 [ C41 H81 N O3, tgt=81.59, overall=81.59, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,Cer_NS d18:1_23:0
TG 14:0_14:0_16:0,0.8775253,0.53840065,0.24741745,-0.22470093,-0.07186699,16.728367,1.0049229,0.055381775,-0.3320198,0.8225117,0.05709839,0.98096657,-0.62474823,0.8960037,0.01629448,-0.45577812,0.06082344,1.8360329,16.665224,0.3959484,0.5393028,0.5409546,16.247446,17.224,16.913567,-1.1551285,16.265099,16.340694,-0.37156487,-1.3078194,-0.7167492,-0.39364243,-0.8304291,-0.3971176,-0.4644699,-0.016296387,-0.52288055,-1.394556,0.17137909,-0.34399033,-0.50435257,-0.6254425,-0.5036392,-0.46554184,16.749668,-0.8007126,-1.0163116,-1.1342812,TG 14:0_14:0_16:0,"TG 14:0_14:0_16:0 [ C47 H90 O6, tgt=93.02, overall=93.02, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_14:0_16:0
DGTS 21:2,-0.07293701,-0.4120617,-0.7030449,-1.1751633,-1.0223293,-1.3589668,0.054460526,16.570494,-1.2824821,-0.12795067,-0.89336395,17.774143,15.782091,-0.05445862,-0.93416786,16.950663,17.967188,20.232277,17.068998,18.000023,14.636859,18.158504,-1.3509674,14.359932,-1.9633999,-2.1055908,16.705847,-2.364891,-1.3220272,-2.2582817,14.9631405,-1.3441048,-1.7808914,-1.34758,16.976723,17.537136,-1.4733429,-2.3450184,18.087383,18.225388,17.018349,-1.5759048,-1.4541016,17.937521,14.727329,16.137348,15.543186,16.928822,DGTS 21:2,"DGTS 21:2 [ C31 H55 N O7, tgt=79.32, overall=79.32, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,DGTS 21:2
TG 14:0_15:0_16:0,0.81856537,0.4794407,0.18845749,-0.2836609,-0.13082695,-0.46746445,0.9459629,-0.003578186,-0.39097977,0.7635517,-0.001861572,0.9220066,17.759918,0.83704376,-0.04266548,17.05356,0.00186348,1.7770729,-0.4665165,0.33698845,0.48034286,0.48199463,-0.45946503,-0.67193985,-1.0718975,16.28044,16.37348,-1.4733887,-0.43052483,15.883085,-0.77570915,-0.4526024,-0.88938904,-0.45607758,-0.5234299,-0.07525635,18.02138,16.352663,19.555063,17.34074,-0.56331253,-0.68440247,-0.5625992,17.103111,16.317846,16.333998,-1.0752716,-1.1932411,TG 14:0_15:0_16:0,"TG 14:0_15:0_16:0 [ C48 H92 O6, tgt=96.42, overall=96.42, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_15:0_16:0
PC 42:5,-0.095207214,-17.519472,-0.0078125,-0.93611145,0.15540886,0.116285324,-0.21818352,-18.002491,-0.40693283,0.609478,-18.000774,-0.6148033,-18.682621,-0.036598206,0.20142365,-0.21613503,0.0078125,-0.7291107,-0.7992401,0.46248436,-0.18173218,-0.14777184,-1.231947,-0.5392971,-1.2721176,0.06611252,0.11347771,1.2527466,1.6157665,1.1348934,0.43089676,0.35369682,0.9342613,0.103378296,1.2056351,-18.07417,-0.09086609,1.1949348,0.68935966,1.3178158,-0.5329056,1.1330395,1.0828896,0.70764923,0.3679123,-18.858585,1.2517834,-19.192154,PC 42:5,"PC 42:5 [ C50 H90 N O8 P, tgt=72.36, overall=72.36, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 42:5
SM d32:2,-14.436598,-14.7757225,0.8863306,-15.538824,-15.38599,0.8320961,-14.3092,0.90740204,-15.646143,-14.4916115,-15.257025,1.0066586,1.8104477,0.9246836,0.98963165,-15.769901,-15.2533,-13.47809,1.4343052,-14.918175,1.2705765,0.59165,-15.714628,0.2701149,-0.39782524,-0.18419266,-0.001033783,-16.728552,-15.685688,0.005975723,0.1716137,-15.707766,0.95715714,1.5493851,1.2387371,-15.33042,-15.837004,1.077528,-15.142744,0.32405567,0.5647392,0.5634365,0.98482895,0.5431614,-0.16625214,0.74559593,-16.330435,0.001033783,SM d32:2,"SM d32:2 [ C37 H73 N2 O6 P, tgt=64.19, overall=64.19, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d32:2
PC 40:9  RT:6.650,-14.395462,-0.5448389,-15.02557,0.65600204,-15.344854,0.93818283,-14.2680645,-15.217606,-15.605007,-14.450476,-15.215889,-14.292021,0.09745693,-14.376984,-0.011066437,-0.9807825,-0.1795578,-13.4369545,-15.680544,-14.877039,-14.733685,-14.732033,-15.673492,-1.4204655,0.7296982,0.5827522,0.7040844,0.90328026,1.0665226,1.233675,1.1893082,1.2978687,0.93815804,1.0298462,1.3752365,1.5971508,0.95038414,1.6207867,0.65731716,-0.32948112,0.78139496,1.1794395,0.42103195,0.7611923,0.011066437,-0.13423538,0.5978985,-16.407269,PC 40:9,"PC 40:9 [ C48 H78 N O8 P, tgt=77.34, overall=77.34, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 40:9  RT:6.650
TG 43:0,1.8010015,0.50874615,-15.921708,-0.7162447,-16.240993,-16.57763,2.0898008,0.28291225,0.5873213,-15.346614,-0.07912159,-15.188159,0.5656786,2.1884298,0.8414011,-0.051419258,0.43518162,3.837659,-16.576683,-15.773177,2.0088453,1.7147894,0.051419258,0.30282688,-1.8317108,-17.324253,-0.49328136,-17.583553,-1.3567457,-1.4223623,0.29362583,0.7591505,-0.7859392,-0.507617,0.4527998,1.1571035,1.754693,-0.5478964,2.4569063,1.1464205,-1.1205683,1.3448629,0.09087467,-0.132411,-1.1651001,-2.1647997,0.3961382,-17.303406,TG 43:0,"TG 43:0 [ C46 H88 O6, tgt=79.03, overall=79.03, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 43:0
TG 16:0_18:1_22:0,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,-0.26021957,1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,-0.47646332,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,-0.86465263,19.059021,18.765917,18.325478,21.332058,-1.1595345,-0.5684643,-0.24535751,-0.68214417,-0.2488327,-0.316185,0.13198853,-0.37459564,-1.2462711,0.319664,-0.19570541,-0.35606766,-0.4771576,-0.3553543,-0.31725693,17.833761,-0.6524277,-0.86802673,17.886185,TG 16:0_18:1_22:0,"TG 16:0_18:1_22:0 [ C59 H112 O6, tgt=95.41, overall=95.41, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:1_22:0
TG 43:1,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,-0.26021957,1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,19.005566,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,16.89374,0.68758774,0.6892395,-0.25222015,-0.46469498,17.185514,-1.0068436,16.72331,16.183084,-0.22327995,-1.1595345,-0.5684643,-0.24535751,-0.68214417,-0.2488327,-0.316185,0.13198853,-0.37459564,-1.2462711,19.49138,-0.19570541,-0.35606766,16.438873,-0.3553543,-0.31725693,15.682276,-0.6524277,-0.86802673,-0.98599625,TG 43:1,"TG 43:1 [ C46 H86 O6, tgt=56.78, overall=56.78, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 43:1
PC 31:0  RT:8.925,-13.703754,0.57412815,0.4436493,0.004792213,-14.653147,-0.15986347,-13.576357,-14.525898,0.55653286,0.8149977,0.98720074,0.6008911,0.90006447,-13.685276,0.5059328,0.40400505,-0.31986427,-12.745247,0.52396584,2.1249275,-14.041977,-14.040325,-0.99683285,1.2673149,0.74118996,-15.736408,0.21368885,-0.25766945,1.268158,-0.12334633,0.81129074,0.83278465,-0.7954464,-0.3706627,-0.5945387,1.0624199,-15.10416,-1.0830564,0.0901947,-14.92527,-15.085632,-15.206722,1.2735252,1.2984619,-0.004792213,0.66555786,0.31279373,-15.715561,PC 31:0,"PC 31:0 [ C39 H78 N O8 P, tgt=74.13, overall=74.13, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 31:0  RT:8.925
TG 16:0_18:1_18:2,1.299839,-25.740446,0.9375191,-0.18599701,0.14801025,-0.07442665,0.536314,-0.3774166,0.7391262,0.36969948,0.96915627,-25.29788,-0.16848183,0.86247444,-0.41709328,0.019098282,0.9191494,2.650301,0.112508774,0.90799713,1.4199123,0.91267204,-0.4549694,0.91205215,-0.80389404,-27.433975,-27.461784,-1.0509834,0.12220001,-0.98999786,-0.13358498,0.7827625,-0.60757256,0.5961418,-0.12659454,-26.295143,-0.19464302,-1.0870152,-0.20355606,-0.09602356,-0.62249184,0.68512344,-0.019098282,-0.2632618,0.6615467,0.7668667,0.50505257,0.4373989,TG 16:0_18:1_18:2,"TG 16:0_18:1_18:2 [ C55 H100 O6, tgt=88.57, overall=88.57, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:1_18:2
LPC 0:0/18:0,0.66987705,0.15482235,0.6040373,-0.14080715,2.78E-04,0.008954048,0.9326029,0.38054752,0.002184868,0.99913883,0.47057438,0.42886448,0.017321587,0.8040323,1.0944967,-25.160862,0.3981619,-22.869053,0.014496803,-24.309135,-24.165783,-0.36240482,0.2790823,-0.16141987,-25.718021,-1.3697824,-25.888023,-0.27819538,-2.78E-04,-0.8163252,-0.08466244,0.7834368,0.46185398,1.0123262,0.11644268,0.19482899,-0.2840414,-0.2288847,-0.37463665,-0.22010517,-0.29815578,-0.011998177,0.037882805,-0.15061474,-0.23920536,-0.5229616,0.13052845,-0.527936,LPC 0:0/18:0,"LPC 0:0/18:0 [ C26 H54 N O7 P, tgt=97.14, overall=97.14, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 0:0/18:0
SM d42:2,-0.009239197,-0.34836388,22.839428,23.230219,23.179056,22.846684,23.601112,-0.83138275,22.544205,-0.06425285,22.758759,22.825003,21.875887,0.009239197,22.078571,-1.3425426,-0.8259411,0.94926834,-1.2943211,-0.49081612,22.12382,21.359207,-1.2872696,21.53588,-1.8997021,-2.041893,-2.0697021,-2.3011932,21.636646,21.31312,-1.6035137,-1.280407,-1.7171936,-1.2838821,-1.3512344,-0.9030609,20.653477,21.726355,20.792131,-1.2307549,20.733719,-1.512207,21.396793,-1.3523064,20.45674,21.815552,-1.9030762,-2.0210457,SM d42:2,"SM d42:2 [ C47 H93 N2 O6 P, tgt=95.48, overall=95.48, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d42:2
LPC 20:3/0:0,-20.320156,1.1244144,-20.950264,-21.422382,-21.269548,1.2561607,-20.192759,-21.1423,0.017587662,-20.37517,-21.140583,-20.216715,-21.82243,-20.301678,1.5438118,0.95552635,0.3329792,-19.361649,0.21923447,-20.801733,-20.658379,-20.656727,-21.598186,-21.810661,-22.210619,-22.35281,-22.38062,-0.017587662,-21.569246,0.46060944,0.2723751,-21.591324,1.3532333,1.9237728,1.7851276,2.0399857,1.01684,1.567173,1.5831261,1.429182,1.0812664,-21.823124,1.1799717,0.7225952,1.4755554,0.41662598,1.8353176,0.36543274,LPC 20:3/0:0,"LPC 20:3/0:0 [ C28 H52 N O7 P, tgt=97.05, overall=97.05, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 20:3/0:0
SM d18:1_18:0,1.7700768,0.94140816,1.2202396,2.554617,2.1223888,1.6105213,-20.456867,1.5749531,2.1313572,-20.639278,0.7831211,1.68396,1.6821003,-20.565786,0.5601597,0.2563553,0.85684395,-19.625757,1.0267296,1.6693802,1.0316334,-20.920835,0.695591,0.52521706,-22.474728,-22.616919,-22.644728,0.27926636,-21.833355,0.24629402,-22.17854,-21.855433,-22.29222,0.18262482,-0.18262482,-21.478086,-21.98467,0.5006428,-21.290411,-21.80578,0.29761696,-22.087233,-21.96543,-21.927332,-22.310879,-22.262503,-0.7011318,-22.596071,SM d18:1_18:0,"SM d18:1_18:0 [ C41 H83 N2 O6 P, tgt=95.06, overall=95.06, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d18:1_18:0
TG 16:0_16:0_16:1,20.460217,20.882992,-0.6543217,-1.12644,-0.9736061,20.285173,0.10318375,19.852873,-1.2337589,-0.07922745,-0.84464073,0.07922745,-1.5264874,20.906301,-0.88544464,-1.3575172,21.311485,22.102087,19.746918,-0.5057907,20.349363,-0.36078453,-1.3022442,19.740335,-1.9146767,21.121048,-2.0846767,21.470577,-1.273304,20.326345,20.443874,-1.2953815,19.986372,20.145948,20.81242,20.666454,-1.4246197,-2.2962952,-0.73036003,-1.2457294,-1.4060917,20.665495,-1.4053783,20.62535,20.590475,-1.7024517,-1.9180508,19.58003,TG 16:0_16:0_16:1,"TG 16:0_16:0_16:1 [ C51 H96 O6, tgt=96.97, overall=96.97, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_16:0_16:1
LPC 20:1/0:0,-0.11541939,-0.45454407,-0.74552727,-1.2176456,-1.0648117,-1.4014492,0.011978149,-0.93756294,-1.3249645,-0.17043304,-0.9358463,-0.011978149,-1.617693,-0.096940994,19.075617,-1.4487228,-0.9321213,0.84308815,18.63479,-0.5969963,19.737436,-0.45199013,18.285316,-1.6059246,-2.0058823,-2.1480732,-2.1758823,-2.4073734,-1.3645096,19.234526,19.258963,19.67672,19.337767,20.009645,-1.4574146,20.124771,19.17384,19.437544,19.577612,19.79614,19.208988,19.78201,19.75032,19.795267,19.497648,19.400957,19.82393,18.999168,LPC 20:1/0:0,"LPC 20:1/0:0 [ C28 H56 N O7 P, tgt=94.04, overall=94.04, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 20:1/0:0
LPC 0:0/20:3,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,20.548126,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,LPC 0:0/20:3,"LPC 0:0/20:3 [ C28 H52 N O7 P, tgt=97.99, overall=97.99, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 0:0/20:3
TG 58:11,0.58724594,-19.931889,-0.17351913,0.18993378,0.32565498,0.1345005,-1.381031,-0.74544144,0.013540268,-2.7368774,-20.41319,-19.489323,-21.095037,0.87265205,-0.67793083,0.3754158,0.6962471,0.39567566,0.61881256,0.8921528,-0.28512,0.7749901,1.0082436,0.60746956,-21.483227,-21.625418,-21.653227,-21.884718,0.08367157,0.4003029,-21.187038,0.16781616,0.28043747,-0.49126244,0.64678574,-20.486586,-0.52298355,0.025466919,-1.0882778,-0.25327873,-0.013540268,0.34740257,0.54112625,-0.06326866,-21.319378,-0.5802288,0.23218346,0.79986763,TG 58:11,"TG 58:11 [ C61 H96 O6, tgt=71.87, overall=71.87, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 58:11
LPC 19:1/0:0,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,-0.26021957,1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,-0.47646332,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,-0.86465263,-1.0068436,-1.0346527,18.578262,-0.22327995,18.761911,-0.5684643,-0.24535751,18.990652,-0.2488327,-0.316185,0.13198853,-0.37459564,18.761908,0.319664,-0.19570541,-0.35606766,-0.4771576,19.087435,-0.31725693,-0.70080376,-0.6524277,19.200777,-0.98599625,LPC 19:1/0:0,"LPC 19:1/0:0 [ C27 H54 N O7 P, tgt=96.16, overall=96.16, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 19:1/0:0
TG 62:13,1.4334593,-18.197819,-18.4888,0.7397146,0.6113138,-0.02167797,-17.731297,0.72308064,1.4617205,-17.913708,-18.67912,-17.755253,0.5897684,2.1595907,0.43004704,1.0859404,1.250783,-16.900185,1.3138189,1.8973303,0.81610775,2.6805906,2.2608576,1.7917128,-19.749157,-19.891346,-19.919155,-20.150646,-19.107784,0.017298698,-19.452969,0.50223064,-0.39007664,-0.017298698,0.3129816,-18.752514,-19.259098,-0.18838406,-18.564838,-19.080208,0.84436893,-19.36166,1.3521719,0.5407362,-19.585308,-19.53693,0.54700947,1.2166376,TG 62:13,"TG 62:13 [ C65 H100 O6, tgt=67.00, overall=67.00, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 62:13
PC 38:7  RT:7.654,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,16.237242,1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,-0.47646332,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,-0.86465263,-1.0068436,-1.0346527,17.290598,-0.22327995,18.60789,-0.5684643,-0.24535751,-0.68214417,19.624977,16.674307,0.13198853,-0.37459564,-1.2462711,0.319664,-0.19570541,-0.35606766,19.695751,-0.3553543,-0.31725693,-0.70080376,-0.6524277,-0.86802673,-0.98599625,PC 38:7,"PC 38:7 [ C46 H78 N O8 P, tgt=68.58, overall=68.58, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 38:7  RT:7.654
PE 38:4,0.8775253,0.53840065,0.24741745,-0.22470093,-0.07186699,-0.4085045,1.0049229,0.055381775,-0.3320198,0.8225117,0.05709839,0.98096657,-0.62474823,0.8960037,0.01629448,24.433012,0.06082344,1.8360329,-0.40755653,0.3959484,0.5393028,0.5409546,-0.40050507,-0.6129799,24.550861,25.079502,-1.1829376,-1.4144287,-0.37156487,21.066381,-0.7167492,-0.39364243,25.647484,-0.3971176,23.676878,-0.016296387,-0.52288055,-1.394556,0.17137909,-0.34399033,-0.50435257,-0.6254425,22.874964,-0.46554184,-0.84908867,-0.8007126,20.374071,-1.1342812,PE 38:4,"PE 38:4 [ C43 H78 N O8 P, tgt=83.56, overall=83.56, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PE 38:4
SM d36:3,0.81856537,0.4794407,0.18845749,17.561401,-0.13082695,-0.46746445,0.9459629,-0.003578186,17.55765,0.7635517,-0.001861572,0.9220066,-0.6837082,0.83704376,-0.04266548,-0.5147381,0.00186348,1.7770729,-0.4665165,0.33698845,0.48034286,0.48199463,-0.45946503,-0.67193985,-1.0718975,-1.2140884,-1.2418976,-1.4733887,-0.43052483,16.67081,-0.77570915,17.744648,17.527252,17.768589,17.85878,-0.07525635,-0.5818405,17.726946,0.11241913,-0.4029503,-0.56331253,17.187792,-0.5625992,-0.5245018,-0.9080486,17.101494,17.216644,-1.1932411,SM d36:3,"SM d36:3 [ C41 H79 N2 O6 P, tgt=67.96, overall=67.96, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d36:3
SM d39:2,0.81856537,0.4794407,0.18845749,-0.2836609,-0.13082695,-0.46746445,0.9459629,-0.003578186,-0.39097977,0.7635517,-0.001861572,0.9220066,-0.6837082,0.83704376,-0.04266548,-0.5147381,0.00186348,1.7770729,-0.4665165,0.33698845,0.48034286,0.48199463,-0.45946503,-0.67193985,-1.0718975,16.015894,-1.2418976,-1.4733887,-0.43052483,17.303467,-0.77570915,19.208767,-0.88938904,18.69954,19.095154,18.233198,-0.5818405,18.615454,0.11241913,19.143307,-0.56331253,17.825161,-0.5625992,17.63729,-0.9080486,-0.85967255,18.15126,-1.1932411,SM d39:2,"SM d39:2 [ C44 H87 N2 O6 P, tgt=88.15, overall=88.15, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d39:2
PC 18:0_20:3,1.2155304,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,1.3429279,0.39338684,0.00598526,1.1605167,0.39510345,1.3189716,-0.28674316,1.2340088,0.35429955,-0.117773056,0.3988285,2.174038,-0.06955147,0.7339535,0.8773079,0.87895966,-0.0625,-0.27497482,-0.6749325,-0.8171234,-0.84493256,-1.0764236,-0.0335598,-0.9698143,-0.37874413,-0.05563736,-0.492424,27.368681,-0.12646484,0.32170868,-0.18487549,26.378605,0.50938416,-0.00598526,-0.1663475,-0.28743744,-0.16563416,-0.12753677,25.112371,26.83952,-0.6783066,-0.7962761,PC 18:0_20:3,"PC 18:0_20:3 [ C46 H86 N O8 P, tgt=75.40, overall=75.40, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 18:0_20:3
TG 16:0_18:1_20:4,0.027507782,-0.3116169,24.234884,-1.0747185,-0.92188454,-1.258522,23.798767,24.234016,23.92785,-0.027505875,23.328415,24.096792,24.256525,0.045986176,-0.83372307,24.175905,-0.7891941,0.9860153,24.49737,24.631622,-0.31071472,-0.30906296,-1.2505226,24.190218,-1.8629551,-2.005146,-2.0329552,-2.2644463,23.70134,-2.157837,23.416468,-1.24366,24.187935,24.133894,24.201427,-0.86631393,-1.3728981,-2.2445736,23.381098,-1.1940079,24.265327,-1.47546,-1.3536568,24.23131,23.618229,-1.6507301,-1.8663292,23.710575,TG 16:0_18:1_20:4,"TG 16:0_18:1_20:4 [ C57 H100 O6, tgt=77.85, overall=77.85, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_18:1_20:4
TG 18:1_18:1_20:1,0.998024,0.6588993,0.3679161,-0.10420227,23.29895,-0.28800583,1.1254215,0.17588043,-0.21152115,0.94301033,0.17759705,1.1014652,-0.5042496,1.0165024,0.13679314,-0.33527946,24.610733,1.9565315,-0.28705788,24.26056,0.6598015,25.165476,-0.2800064,-0.49248123,24.893776,-1.0346298,-1.062439,22.740139,-0.2510662,-1.1873207,-0.59625053,-0.27314377,23.130135,-0.27661896,-0.34397125,0.10420227,-0.4023819,-1.2740574,0.29187775,-0.22349167,-0.3838539,23.52882,-0.38314056,-0.34504318,24.155876,-0.6802139,-0.895813,24.061626,TG 18:1_18:1_20:1,"TG 18:1_18:1_20:1 [ C59 H108 O6, tgt=71.51, overall=71.51, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:1_18:1_20:1
